time_s,lap,dist_m,speed_kph,engine_rpm,gear,throttle_pct,brake,pos_x,pos_y
20.75,1,610.58,106.2,11719,6,100.0,0,-147.37,16.15
20.8,1,612.05,106.2,11719,6,100.0,0,-148.13,14.88
20.85,1,613.53,106.2,11719,6,100.0,0,-148.9,13.62
20.9,1,615.0,106.2,11719,6,100.0,0,-149.68,12.37
20.95,1,616.48,106.2,11719,6,100.0,0,-150.46,11.12
21.0,1,617.95,106.2,11719,6,100.0,0,-151.24,9.87
21.05,1,619.43,106.2,11719,6,100.0,0,-152.03,8.62
21.1,1,620.9,106.2,11719,6,100.0,0,-152.82,7.38
21.15,1,622.38,106.2,11719,6,100.0,0,-153.62,6.13
21.2,1,623.85,106.2,11719,6,100.0,0,-154.41,4.89
21.25,1,625.33,106.2,11719,6,100.0,0,-155.2,3.65
21.3,1,626.8,106.2,11719,6,100.0,0,-156.0,2.4
21.35,1,628.28,106.2,11719,6,100.0,0,-156.79,1.16
21.4,1,629.75,106.2,11719,6,100.0,0,-157.58,-0.09
21.45,1,631.23,106.2,11719,6,100.0,0,-158.36,-1.34
21.5,1,632.7,106.2,11719,6,100.0,0,-159.14,-2.59
21.55,1,634.18,106.2,11719,6,100.0,0,-159.92,-3.84
21.6,1,635.65,106.2,11719,6,100.0,0,-160.69,-5.1
21.65,1,637.13,106.2,11719,6,100.0,0,-161.46,-6.36
21.7,1,638.6,106.2,11719,6,100.0,0,-162.22,-7.62
21.75,1,640.08,106.2,11719,6,100.0,0,-162.98,-8.89
21.8,1,641.55,106.2,11719,6,100.0,0,-163.72,-10.16
21.85,1,643.03,106.2,11719,6,100.0,0,-164.46,-11.44
21.9,1,644.5,106.2,11719,6,100.0,0,-165.19,-12.72
21.95,1,645.98,106.2,11719,6,100.0,0,-165.91,-14.01
22.0,1,647.45,106.2,11719,6,100.0,0,-166.62,-15.3
22.05,1,648.93,106.2,11719,6,100.0,0,-167.32,-16.6
22.1,1,650.4,106.2,11719,6,100.0,0,-168.01,-17.9
22.15,1,651.88,106.2,11719,6,100.0,0,-168.69,-19.21
22.2,1,653.35,106.2,11719,6,100.0,0,-169.35,-20.53
22.25,1,654.83,106.2,11719,6,100.0,0,-170.0,-21.85
22.3,1,656.3,106.2,11719,6,100.0,0,-170.64,-23.18
22.35,1,657.78,106.2,11719,6,100.0,0,-171.27,-24.52
22.4,1,659.25,106.2,11719,6,100.0,0,-171.88,-25.86
22.45,1,660.73,106.2,11719,6,100.0,0,-172.47,-27.21
22.5,1,662.2,106.2,11719,6,100.0,0,-173.05,-28.57
22.55,1,663.68,106.2,11719,6,100.0,0,-173.61,-29.93
22.6,1,665.15,106.2,11719,6,100.0,0,-174.16,-31.3
22.65,1,666.63,106.2,11719,6,100.0,0,-174.69,-32.68
22.7,1,668.1,106.2,11719,6,100.0,0,-175.2,-34.06
22.75,1,669.58,106.2,11719,6,100.0,0,-175.69,-35.45
22.8,1,671.05,106.2,11719,6,100.0,0,-176.16,-36.85
22.85,1,672.53,106.2,11719,6,100.0,0,-176.61,-38.25
22.9,1,674.0,106.2,11719,6,100.0,0,-177.04,-39.66
22.95,1,675.48,106.2,11719,6,100.0,0,-177.45,-41.08
23.0,1,676.95,106.2,11719,6,100.0,0,-177.84,-42.5
23.05,1,678.43,106.2,11719,6,100.0,0,-178.2,-43.93
23.1,1,679.9,106.2,11719,6,100.0,0,-178.54,-45.37
23.15,1,681.38,106.2,11719,6,100.0,0,-178.85,-46.81
23.2,1,682.85,106.2,11719,6,100.0,0,-179.14,-48.26
23.25,1,684.33,106.2,11719,6,100.0,0,-179.4,-49.71
23.3,1,685.8,106.2,11719,6,100.0,0,-179.64,-51.16
23.35,1,687.28,106.2,11719,6,100.0,0,-179.85,-52.63
23.4,1,688.75,106.2,11719,6,100.0,0,-180.03,-54.09
23.45,1,690.23,106.2,11719,6,100.0,0,-180.18,-55.56
23.5,1,691.7,106.2,11719,6,29.7,1,-180.3,-57.03
23.55,1,693.17,105.23,11612,6,0.0,1,-180.39,-58.49
23.6,1,694.63,104.02,11478,6,0.0,1,-180.44,-59.94
23.65,1,696.06,102.86,11350,6,0.0,1,-180.47,-61.38
23.7,1,697.48,101.75,11228,6,0.0,1,-180.46,-62.8
23.75,1,698.89,100.69,11111,6,0.0,1,-180.42,-64.21
23.8,1,700.28,99.68,12633,5,0.0,1,-180.35,-65.6
23.85,1,701.66,98.6,12496,5,0.0,1,-180.25,-66.97
23.9,1,703.02,97.39,12342,5,0.0,1,-180.13,-68.33
23.95,1,704.37,96.73,12258,5,0.0,1,-179.97,-69.66
24.0,1,705.71,96.07,12175,5,0.0,1,-179.78,-70.99
24.05,1,707.03,95.31,12079,5,0.0,1,-179.56,-72.3
24.1,1,708.35,94.59,11988,5,0.0,1,-179.32,-73.6
24.15,1,709.66,93.92,11903,5,0.0,1,-179.04,-74.88
24.2,1,710.96,93.29,11823,5,0.0,1,-178.74,-76.14
24.25,1,712.25,92.52,11725,5,0.0,1,-178.41,-77.39
24.3,1,713.53,91.73,11625,5,0.0,1,-178.05,-78.61
24.35,1,714.8,91.43,11587,5,0.0,1,-177.66,-79.83
24.4,1,716.07,91.21,11559,5,0.0,1,-177.25,-81.02
24.45,1,717.34,90.81,11509,5,0.0,1,-176.8,-82.21
24.5,1,718.59,90.46,11464,5,0.0,1,-176.33,-83.38
24.55,1,719.85,90.15,11425,5,0.0,1,-175.84,-84.53
24.6,1,721.1,89.58,11353,5,0.0,1,-175.32,-85.66
24.65,1,722.34,89.18,11302,5,33.7,1,-174.77,-86.77
24.7,1,723.58,89.33,11321,5,100.0,0,-174.19,-87.87
24.75,1,724.82,89.35,11324,5,18.2,0,-173.59,-88.96
24.8,1,726.06,89.28,11314,5,0.0,0,-172.96,-90.02
24.85,1,727.3,89.24,11310,5,0.0,0,-172.3,-91.07
24.9,1,728.54,89.2,11305,5,0.0,1,-171.62,-92.11
24.95,1,729.78,89.01,11281,5,0.0,1,-170.91,-93.12
25.0,1,731.01,88.94,11272,5,100.0,0,-170.18,-94.12
25.05,1,732.25,89.4,11330,5,100.0,0,-169.42,-95.1
25.1,1,733.49,89.74,11373,5,100.0,0,-168.63,-96.06
25.15,1,734.74,89.96,11401,5,100.0,0,-167.82,-97.01
25.2,1,735.99,90.23,11435,5,100.0,0,-166.98,-97.94
25.25,1,737.25,90.55,11475,5,100.0,0,-166.11,-98.85
25.3,1,738.51,90.91,11521,5,100.0,0,-165.22,-99.74
25.35,1,739.77,91.3,11571,5,100.0,0,-164.31,-100.61
25.4,1,741.04,91.73,11625,5,100.0,0,-163.37,-101.47
25.45,1,742.32,92.07,11668,5,100.0,0,-162.4,-102.3
25.5,1,743.6,92.64,11740,5,100.0,0,-161.41,-103.11
25.55,1,744.9,93.39,11836,5,100.0,0,-160.39,-103.91
25.6,1,746.2,94.03,11916,5,100.0,0,-159.35,-104.69
25.65,1,747.51,94.69,12000,5,100.0,0,-158.28,-105.44
25.7,1,748.83,95.39,12089,5,100.0,0,-157.18,-106.18
25.75,1,750.16,96.13,12183,5,100.0,0,-156.06,-106.89
25.8,1,751.5,96.92,12283,5,100.0,0,-154.91,-107.59
25.85,1,752.85,97.75,12388,5,32.0,0,-153.74,-108.26
25.9,1,754.21,98.62,12498,5,20.0,0,-152.55,-108.91
25.95,1,755.59,99.52,12613,5,20.0,0,-151.32,-109.54
26.0,1,756.98,100.31,11107,6,20.0,0,-150.08,-110.15
26.05,1,758.38,101.11,11157,6,20.0,0,-148.8,-110.74
26.1,1,759.79,102.19,11276,6,83.0,0,-147.51,-111.3
26.15,1,761.21,103.27,11395,6,100.0,0,-146.19,-111.83
26.2,1,762.66,104.35,11514,6,100.0,0,-144.84,-112.35
26.25,1,764.11,105.43,11634,6,100.0,0,-143.47,-112.84
26.3,1,765.58,106.15,11713,6,100.0,0,-142.07,-113.3
26.35,1,767.06,106.2,11719,6,100.0,0,-140.67,-113.74
26.4,1,768.53,106.2,11719,6,100.0,0,-139.25,-114.15
26.45,1,770.01,106.2,11719,6,100.0,0,-137.82,-114.53
26.5,1,771.48,106.2,11719,6,100.0,0,-136.39,-114.88
26.55,1,772.96,106.2,11719,6,100.0,0,-134.95,-115.21
26.6,1,774.43,106.2,11719,6,100.0,0,-133.51,-115.5
26.65,1,775.91,106.2,11719,6,100.0,0,-132.06,-115.77
26.7,1,777.38,106.2,11719,6,100.0,0,-130.6,-116.02
26.75,1,778.86,106.2,11719,6,100.0,0,-129.14,-116.24
26.8,1,780.33,106.2,11719,6,100.0,0,-127.68,-116.43
26.85,1,781.81,106.2,11719,6,100.0,0,-126.22,-116.6
26.9,1,783.28,106.2,11719,6,100.0,0,-124.75,-116.74
26.95,1,784.76,106.2,11719,6,100.0,0,-123.28,-116.86
27.0,1,786.23,106.2,11719,6,100.0,0,-121.81,-116.96
27.05,1,787.71,106.2,11719,6,100.0,0,-120.33,-117.03
27.1,1,789.18,106.2,11719,6,100.0,0,-118.86,-117.08
27.15,1,790.66,106.2,11719,6,100.0,0,-117.38,-117.11
27.2,1,792.13,106.2,11719,6,100.0,0,-115.91,-117.12
27.25,1,793.61,106.2,11719,6,100.0,0,-114.43,-117.1
27.3,1,795.08,106.2,11719,6,100.0,0,-112.96,-117.07
27.35,1,796.56,106.2,11719,6,100.0,0,-111.49,-117.02
27.4,1,798.03,106.2,11719,6,100.0,0,-110.01,-116.94
27.45,1,799.51,106.2,11719,6,100.0,0,-108.54,-116.85
27.5,1,800.98,106.2,11719,6,100.0,0,-107.07,-116.74
27.55,1,802.46,106.2,11719,6,100.0,0,-105.6,-116.6
27.6,1,803.93,106.2,11719,6,100.0,0,-104.13,-116.45
27.65,1,805.41,106.2,11719,6,100.0,0,-102.67,-116.28
27.7,1,806.88,106.2,11719,6,100.0,0,-101.2,-116.1
27.75,1,808.36,106.2,11719,6,100.0,0,-99.74,-115.9
27.8,1,809.83,106.2,11719,6,100.0,0,-98.29,-115.68
27.85,1,811.31,106.2,11719,6,100.0,0,-96.83,-115.44
27.9,1,812.78,106.2,11719,6,100.0,0,-95.38,-115.19
27.95,1,814.26,106.2,11719,6,100.0,0,-93.93,-114.92
28.0,1,815.73,106.2,11719,6,100.0,0,-92.48,-114.64
28.05,1,817.21,106.2,11719,6,100.0,0,-91.03,-114.34
28.1,1,818.68,106.2,11719,6,100.0,0,-89.59,-114.02
28.15,1,820.16,106.2,11719,6,100.0,0,-88.15,-113.7
28.2,1,821.63,106.2,11719,6,100.0,0,-86.72,-113.35
28.25,1,823.11,106.2,11719,6,100.0,0,-85.29,-113.0
28.3,1,824.58,106.2,11719,6,100.0,0,-83.86,-112.63
28.35,1,826.06,106.2,11719,6,100.0,0,-82.44,-112.25
28.4,1,827.53,106.2,11719,6,100.0,0,-81.02,-111.85
28.45,1,829.01,106.2,11719,6,100.0,0,-79.6,-111.44
28.5,1,830.48,106.2,11719,6,100.0,0,-78.18,-111.02
28.55,1,831.96,106.2,11719,6,100.0,0,-76.77,-110.59
28.6,1,833.43,106.2,11719,6,100.0,0,-75.37,-110.15
28.65,1,834.91,106.2,11719,6,100.0,0,-73.96,-109.69
28.7,1,836.38,106.2,11719,6,100.0,0,-72.56,-109.23
28.75,1,837.86,106.2,11719,6,100.0,0,-71.17,-108.75
28.8,1,839.33,106.2,11719,6,100.0,0,-69.77,-108.27
28.85,1,840.81,106.2,11719,6,100.0,0,-68.39,-107.77
28.9,1,842.28,106.2,11719,6,100.0,0,-67.0,-107.27
28.95,1,843.76,106.2,11719,6,100.0,0,-65.62,-106.75
29.0,1,845.23,106.2,11719,6,100.0,0,-64.24,-106.23
29.05,1,846.71,106.2,11719,6,100.0,0,-62.86,-105.7
29.1,1,848.18,106.2,11719,6,100.0,0,-61.49,-105.16
29.15,1,849.66,106.2,11719,6,100.0,0,-60.12,-104.62
29.2,1,851.13,106.2,11719,6,100.0,0,-58.75,-104.07
29.25,1,852.61,106.2,11719,6,100.0,0,-57.38,-103.51
29.3,1,854.08,106.2,11719,6,100.0,0,-56.02,-102.95
29.35,1,855.56,106.2,11719,6,100.0,0,-54.66,-102.38
29.4,1,857.03,106.2,11719,6,100.0,0,-53.3,-101.81
29.45,1,858.51,106.2,11719,6,100.0,0,-51.94,-101.24
29.5,1,859.98,106.2,11719,6,100.0,0,-50.58,-100.66
29.55,1,861.46,106.2,11719,6,100.0,0,-49.22,-100.09
29.6,1,862.93,106.2,11719,6,100.0,0,-47.86,-99.51
29.65,1,864.41,106.2,11719,6,100.0,0,-46.51,-98.93
29.7,1,865.88,106.2,11719,6,100.0,0,-45.15,-98.36
29.75,1,867.36,106.2,11719,6,100.0,0,-43.79,-97.79
29.8,1,868.83,106.2,11719,6,100.0,0,-42.43,-97.22
29.85,1,870.31,106.2,11719,6,100.0,0,-41.06,-96.66
29.9,1,871.78,106.2,11719,6,21.7,0,-39.69,-96.11
29.95,1,873.25,105.68,11661,6,0.0,1,-38.33,-95.56
30.0,1,874.71,103.25,11393,6,0.0,1,-36.97,-95.05
30.05,1,876.12,100.82,11326,6,0.0,1,-35.64,-94.55
30.1,1,877.51,98.39,12469,5,0.0,1,-34.34,-94.09
30.15,1,878.86,95.96,12161,5,0.0,1,-33.06,-93.65
30.2,1,880.17,93.53,11853,5,0.0,1,-31.81,-93.25
30.25,1,881.45,91.1,11545,5,0.0,1,-30.58,-92.88
30.3,1,882.7,88.67,11238,5,0.0,1,-29.38,-92.55
30.35,1,883.92,86.24,10930,5,0.0,1,-28.2,-92.25
30.4,1,885.1,83.81,12474,4,0.0,1,-27.05,-91.98
30.45,1,886.24,81.38,12113,4,0.0,1,-25.93,-91.76
30.5,1,887.36,78.95,11751,4,0.0,1,-24.83,-91.57
30.55,1,888.44,76.69,11415,4,0.0,1,-23.76,-91.41
30.6,1,889.49,74.91,11149,4,0.0,1,-22.72,-91.29
30.65,1,890.52,73.63,10959,4,0.0,1,-21.69,-91.2
30.7,1,891.54,72.72,10823,4,0.0,1,-20.68,-91.15
30.75,1,892.54,72.18,10743,4,54.2,0,-19.67,-91.13
30.8,1,893.54,72.21,10747,4,100.0,0,-18.67,-91.14
30.85,1,894.55,72.76,10829,4,100.0,0,-17.66,-91.18
30.9,1,895.57,73.68,10966,4,100.0,0,-16.65,-91.25
30.95,1,896.6,74.76,11127,4,100.0,0,-15.62,-91.35
31.0,1,897.64,75.84,11288,4,100.0,0,-14.59,-91.49
31.05,1,898.7,76.92,11449,4,100.0,0,-13.54,-91.66
31.1,1,899.78,78.0,11609,4,100.0,0,-12.48,-91.86
31.15,1,900.87,79.08,11770,4,100.0,0,-11.42,-92.09
31.2,1,901.98,80.16,11931,4,100.0,0,-10.34,-92.34
31.25,1,903.1,81.24,12092,4,92.2,0,-9.26,-92.63
31.3,1,904.23,82.32,12252,4,20.0,0,-8.16,-92.93
31.35,1,905.38,83.4,12413,4,20.0,0,-7.06,-93.25
31.4,1,906.55,84.48,12574,4,20.0,0,-5.94,-93.59
31.45,1,907.73,85.56,11348,5,20.0,0,-4.81,-93.95
31.5,1,908.93,86.64,10980,5,20.0,0,-3.68,-94.31
31.55,1,910.14,87.72,11117,5,31.0,0,-2.52,-94.68
31.6,1,911.36,88.8,11254,5,100.0,0,-1.36,-95.06
31.65,1,912.6,89.88,11391,5,100.0,0,-0.17,-95.43
31.7,1,913.86,90.96,11528,5,100.0,0,1.02,-95.81
31.75,1,915.13,92.04,11664,5,100.0,0,2.24,-96.18
31.8,1,916.42,93.12,11801,5,100.0,0,3.48,-96.54
31.85,1,917.72,94.2,11938,5,100.0,0,4.73,-96.88
31.9,1,919.03,95.28,12075,5,100.0,0,6.0,-97.22
31.95,1,920.36,96.12,12181,5,63.7,0,7.29,-97.53
32.0,1,921.69,94.94,12032,5,0.0,1,8.59,-97.81
32.05,1,923.0,92.51,11724,5,0.0,1,9.87,-98.06
32.1,1,924.26,90.08,11417,5,0.0,1,11.12,-98.27
32.15,1,925.49,87.65,11109,5,0.0,1,12.34,-98.45
32.2,1,926.7,85.39,12127,4,0.0,1,13.53,-98.59
32.25,1,927.87,83.44,12419,4,0.0,1,14.7,-98.7
32.3,1,929.02,81.78,12172,4,0.0,1,15.85,-98.78
32.35,1,930.14,80.38,11963,4,0.0,1,16.97,-98.82
32.4,1,931.25,79.18,11785,4,0.0,1,18.08,-98.83
32.45,1,932.34,78.15,11631,4,0.0,1,19.17,-98.81
32.5,1,933.42,77.28,11502,4,0.0,1,20.25,-98.76
32.55,1,934.49,76.61,11403,4,0.0,1,21.31,-98.68
32.6,1,935.55,76.11,11329,4,0.0,1,22.37,-98.56
32.65,1,936.61,75.74,11272,4,0.0,1,23.41,-98.42
32.7,1,937.66,75.49,11236,4,0.0,1,24.45,-98.25
32.75,1,938.7,75.38,11219,4,70.3,0,25.48,-98.05
32.8,1,939.75,75.41,11223,4,100.0,0,26.5,-97.81
32.85,1,940.8,75.57,11248,4,100.0,0,27.51,-97.55
32.9,1,941.85,75.88,11293,4,100.0,0,28.52,-97.25
32.95,1,942.91,76.33,11361,4,100.0,0,29.53,-96.93
33.0,1,943.97,76.94,11451,4,100.0,0,30.53,-96.57
33.05,1,945.04,77.69,11563,4,100.0,0,31.53,-96.18
33.1,1,946.13,78.61,11700,4,100.0,0,32.53,-95.75
33.15,1,947.23,79.69,11860,4,100.0,0,33.53,-95.29
33.2,1,948.34,80.77,12021,4,72.4,0,34.52,-94.8
33.25,1,949.47,81.85,12182,4,20.0,0,35.52,-94.27
33.3,1,950.62,82.93,12343,4,20.0,0,36.52,-93.71
33.35,1,951.78,84.01,12503,4,20.0,0,37.51,-93.11
33.4,1,952.95,85.09,10876,5,20.0,0,38.51,-92.49
33.45,1,954.14,86.17,10920,5,20.0,0,39.49,-91.83
33.5,1,955.34,87.25,11057,5,47.6,0,40.48,-91.14
33.55,1,956.56,88.33,11194,5,100.0,0,41.47,-90.42
33.6,1,957.8,89.41,11331,5,100.0,0,42.45,-89.67
33.65,1,959.05,90.49,11468,5,100.0,0,43.43,-88.9
33.7,1,960.31,91.57,11605,5,100.0,0,44.41,-88.1
33.75,1,961.59,92.65,11741,5,100.0,0,45.39,-87.28
33.8,1,962.88,93.73,11878,5,100.0,0,46.37,-86.44
33.85,1,964.19,94.81,12015,5,100.0,0,47.36,-85.58
33.9,1,965.52,95.89,12152,5,100.0,0,48.36,-84.71
33.95,1,966.86,96.97,12289,5,100.0,0,49.36,-83.82
34.0,1,968.21,97.74,12387,5,79.0,0,50.38,-82.93
34.05,1,969.56,96.2,12191,5,0.0,1,51.4,-82.05
34.1,1,970.88,93.77,11884,5,0.0,1,52.41,-81.19
34.15,1,972.16,91.34,11576,5,0.0,1,53.4,-80.38
34.2,1,973.41,88.91,11268,5,0.0,1,54.38,-79.6
34.25,1,974.63,86.48,10960,5,0.0,1,55.34,-78.86
34.3,1,975.82,84.05,12161,4,0.0,1,56.3,-78.16
34.35,1,976.97,81.62,12148,4,0.0,1,57.25,-77.5
34.4,1,978.08,79.19,11787,4,0.0,1,58.18,-76.89
34.45,1,979.17,76.89,11444,4,0.0,1,59.1,-76.32
34.5,1,980.22,75.42,11225,4,0.0,1,60.02,-75.8
34.55,1,981.26,74.54,11094,4,0.0,1,60.94,-75.31
34.6,1,982.3,74.1,11028,4,29.7,1,61.86,-74.85
34.65,1,983.33,74.13,11033,4,100.0,0,62.8,-74.42
34.7,1,984.36,74.64,11109,4,100.0,0,63.75,-74.02
34.75,1,985.4,75.55,11245,4,100.0,0,64.72,-73.64
34.8,1,986.46,76.63,11406,4,100.0,0,65.72,-73.29
34.85,1,987.53,77.71,11566,4,100.0,0,66.74,-72.96
34.9,1,988.62,78.79,11727,4,100.0,0,67.78,-72.66
34.95,1,989.72,79.87,11888,4,100.0,0,68.85,-72.38
35.0,1,990.84,80.95,12049,4,100.0,0,69.94,-72.13
35.05,1,991.97,82.03,12209,4,22.7,0,71.04,-71.9
35.1,1,993.11,83.11,12370,4,20.0,0,72.17,-71.69
35.15,1,994.28,84.19,12531,4,20.0,0,73.32,-71.5
35.2,1,995.45,85.27,11833,4,20.0,0,74.48,-71.33
35.25,1,996.64,86.35,10944,5,20.0,0,75.66,-71.18
35.3,1,997.85,87.43,11080,5,20.0,0,76.86,-71.05
35.35,1,999.07,88.51,11217,5,100.0,0,78.08,-70.93
35.4,1,1000.31,89.59,11354,5,100.0,0,79.31,-70.82
35.45,1,1001.56,90.67,11491,5,100.0,0,80.56,-70.73
35.5,1,1002.83,91.75,11628,5,100.0,0,81.82,-70.66
35.55,1,1004.11,92.83,11765,5,100.0,0,83.1,-70.59
35.6,1,1005.41,93.91,11902,5,100.0,0,84.4,-70.53
35.65,1,1006.72,94.99,12039,5,100.0,0,85.71,-70.48
35.7,1,1008.04,96.07,12175,5,96.4,0,87.04,-70.43
35.75,1,1009.39,97.15,12312,5,20.0,0,88.38,-70.4
35.8,1,1010.74,98.23,12449,5,20.0,0,89.73,-70.37
35.85,1,1012.12,99.31,12397,5,20.0,0,91.11,-70.34
35.9,1,1013.5,100.39,11078,6,20.0,0,92.49,-70.31
35.95,1,1014.9,101.47,11197,6,20.0,0,93.89,-70.29
36.0,1,1016.32,102.55,11316,6,100.0,0,95.31,-70.27
36.05,1,1017.75,103.63,11435,6,100.0,0,96.74,-70.25
36.1,1,1019.2,104.71,11554,6,100.0,0,98.19,-70.23
36.15,1,1020.66,105.79,11674,6,100.0,0,99.65,-70.21
36.2,1,1022.13,106.2,11719,6,100.0,0,101.12,-70.19
36.25,1,1023.61,106.2,11719,6,100.0,0,102.6,-70.17
36.3,1,1025.08,106.2,11719,6,100.0,0,104.07,-70.15
36.35,1,1026.56,106.2,11719,6,100.0,0,105.55,-70.12
36.4,1,1028.03,106.2,11719,6,100.0,0,107.02,-70.09
36.45,1,1029.51,106.2,11719,6,100.0,0,108.5,-70.05
36.5,1,1030.98,106.2,11719,6,100.0,0,109.97,-70.01
36.55,1,1032.46,106.2,11719,6,100.0,0,111.45,-69.97
36.6,1,1033.93,106.2,11719,6,100.0,0,112.92,-69.92
36.65,1,1035.41,106.2,11719,6,100.0,0,114.39,-69.87
36.7,1,1036.88,106.2,11719,6,100.0,0,115.87,-69.81
36.75,1,1038.36,106.2,11719,6,100.0,0,117.34,-69.74
36.8,1,1039.83,106.2,11719,6,100.0,0,118.81,-69.67
36.85,1,1041.31,106.2,11719,6,100.0,0,120.29,-69.59
36.9,1,1042.78,106.2,11719,6,100.0,0,121.76,-69.5
36.95,1,1044.26,106.2,11719,6,100.0,0,123.23,-69.41
37.0,1,1045.73,106.2,11719,6,100.0,0,124.7,-69.31
37.05,1,1047.21,106.2,11719,6,100.0,0,126.18,-69.21
37.1,1,1048.68,106.2,11719,6,100.0,0,127.65,-69.09
37.15,1,1050.16,106.2,11719,6,100.0,0,129.12,-68.97
37.2,1,1051.63,106.2,11719,6,100.0,0,130.58,-68.84
37.25,1,1053.11,106.2,11719,6,100.0,0,132.05,-68.7
37.3,1,1054.58,106.2,11719,6,100.0,0,133.52,-68.55
37.35,1,1056.06,106.2,11719,6,100.0,0,134.99,-68.4
37.4,1,1057.53,106.2,11719,6,100.0,0,136.45,-68.24
37.45,1,1059.01,106.2,11719,6,100.0,0,137.92,-68.07
37.5,1,1060.48,106.2,11719,6,100.0,0,139.38,-67.88
37.55,1,1061.96,106.2,11719,6,100.0,0,140.85,-67.69
37.6,1,1063.43,106.2,11719,6,100.0,0,142.31,-67.5
37.65,1,1064.91,106.2,11719,6,100.0,0,143.77,-67.29
37.7,1,1066.38,106.2,11719,6,100.0,0,145.23,-67.07
37.75,1,1067.86,106.2,11719,6,100.0,0,146.68,-66.84
37.8,1,1069.33,106.2,11719,6,100.0,0,148.14,-66.61
37.85,1,1070.81,106.2,11719,6,100.0,0,149.59,-66.36
37.9,1,1072.28,106.2,11719,6,100.0,0,151.05,-66.1
37.95,1,1073.76,106.2,11719,6,100.0,0,152.5,-65.84
38.0,1,1075.23,106.2,11719,6,100.0,0,153.95,-65.56
38.05,1,1076.71,106.2,11719,6,100.0,0,155.39,-65.28
38.1,1,1078.18,106.2,11719,6,100.0,0,156.84,-64.98
38.15,1,1079.66,106.2,11719,6,100.0,0,158.28,-64.67
38.2,1,1081.13,106.2,11719,6,100.0,0,159.72,-64.36
38.25,1,1082.61,106.2,11719,6,100.0,0,161.16,-64.03
38.3,1,1084.08,106.2,11719,6,100.0,0,162.59,-63.69
38.35,1,1085.56,106.2,11719,6,100.0,0,164.03,-63.34
38.4,1,1087.03,106.2,11719,6,100.0,0,165.46,-62.98
38.45,1,1088.51,106.2,11719,6,100.0,0,166.89,-62.61
38.5,1,1089.98,106.2,11719,6,100.0,0,168.31,-62.23
38.55,1,1091.46,106.2,11719,6,100.0,0,169.73,-61.83
38.6,1,1092.93,106.2,11719,6,100.0,0,171.15,-61.43
38.65,1,1094.41,106.2,11719,6,100.0,0,172.56,-61.01
38.7,1,1095.88,106.2,11719,6,100.0,0,173.98,-60.58
38.75,1,1097.36,106.2,11719,6,100.0,0,175.38,-60.14
38.8,1,1098.83,106.2,11719,6,100.0,0,176.79,-59.69
38.85,1,1100.31,106.2,11719,6,100.0,0,178.19,-59.23
38.9,1,1101.78,106.2,11719,6,100.0,0,179.58,-58.75
38.95,1,1103.26,106.2,11719,6,100.0,0,180.98,-58.26
39.0,1,1104.73,106.2,11719,6,100.0,0,182.36,-57.76
39.05,1,1106.21,106.2,11719,6,100.0,0,183.75,-57.25
39.1,1,1107.68,106.2,11719,6,100.0,0,185.13,-56.73
39.15,1,1109.16,106.2,11719,6,100.0,0,186.5,-56.19
39.2,1,1110.63,106.2,11719,6,100.0,0,187.87,-55.64
39.25,1,1112.11,106.2,11719,6,100.0,0,189.23,-55.08
39.3,1,1113.58,106.2,11719,6,100.0,0,190.59,-54.5
39.35,1,1115.06,106.2,11719,6,100.0,0,191.94,-53.91
39.4,1,1116.53,106.2,11719,6,100.0,0,193.29,-53.31
39.45,1,1118.01,106.2,11719,6,100.0,0,194.63,-52.7
39.5,1,1119.48,106.2,11719,6,100.0,0,195.97,-52.07
39.55,1,1120.96,106.2,11719,6,100.0,0,197.29,-51.43
39.6,1,1122.43,106.2,11719,6,100.0,0,198.62,-50.77
39.65,1,1123.91,106.2,11719,6,100.0,0,199.93,-50.11
39.7,1,1125.38,106.2,11719,6,100.0,0,201.24,-49.42
39.75,1,1126.86,106.2,11719,6,100.0,0,202.54,-48.73
39.8,1,1128.33,106.2,11719,6,100.0,0,203.83,-48.02
39.85,1,1129.81,106.2,11719,6,100.0,0,205.12,-47.29
39.9,1,1131.28,106.2,11719,6,100.0,0,206.39,-46.56
39.95,1,1132.76,106.2,11719,6,100.0,0,207.66,-45.8
40.0,1,1134.23,106.2,11719,6,100.0,0,208.92,-45.04
40.05,1,1135.71,106.2,11719,6,100.0,0,210.17,-44.26
40.1,1,1137.18,106.2,11719,6,100.0,0,211.42,-43.46
40.15,1,1138.66,106.2,11719,6,100.0,0,212.65,-42.65
40.2,1,1140.13,106.2,11719,6,100.0,0,213.87,-41.83
40.25,1,1141.61,106.2,11719,6,100.0,0,215.08,-40.99
40.3,1,1143.08,106.2,11719,6,100.0,0,216.29,-40.13
40.35,1,1144.56,106.2,11719,6,100.0,0,217.48,-39.26
40.4,1,1146.03,106.2,11719,6,100.0,0,218.66,-38.38
40.45,1,1147.51,106.2,11719,6,100.0,0,219.83,-37.48
40.5,1,1148.98,106.2,11719,6,100.0,0,220.98,-36.56
40.55,1,1150.46,106.2,11719,6,100.0,0,222.13,-35.63
40.6,1,1151.93,106.2,11719,6,100.0,0,223.26,-34.68
40.65,1,1153.41,106.2,11719,6,100.0,0,224.38,-33.72
40.7,1,1154.88,106.2,11719,6,100.0,0,225.48,-32.74
40.75,1,1156.36,106.2,11719,6,100.0,0,226.57,-31.75
